config,cpu_freq_khz,gpu_clk,engine,avg_cpu_dram_w,avg_cpu_pkg_w,avg_gpu_util,avg_ms,avg_power_w,avg_s,benchmark,cpu_energy_j,elapsed_s,energy_j,gpu_energy_j,max_gpu_util,max_mem_mb,max_power_w,min_ms,min_s,n_reps,num_samples,num_steady_samples,query,run_id,sf,status,storage
both_low,1800000,210,sirius,1.8,48.5,51.0,,23.5,0.0122,clickbench,0.44,22.11,,0.21,51,15841,23.7,,0.0090,589,194,56,q38,clickbench_sf5_q38,5,OK,
both_low,1800000,210,sirius,1.8,48.0,48.5,,22.0,0.0377,clickbench,0.34,21.42,,0.15,100,15841,28.3,,0.0070,129,183,72,q39,clickbench_sf5_q39,5,OK,
both_low,1800000,210,sirius,1.8,47.8,5.3,,16.0,0.0222,clickbench,1.00,14.17,,0.34,100,15841,28.2,,0.0210,455,122,96,q4,clickbench_sf5_q4,5,OK,
both_low,1800000,210,sirius,1.8,48.0,49.6,,23.3,0.0136,clickbench,0.53,21.97,,0.26,53,15841,24.7,,0.0110,589,189,74,q40,clickbench_sf5_q40,5,OK,
both_low,1800000,210,sirius,1.8,47.9,37.2,,22.4,0.0137,clickbench,0.53,22.84,,0.25,55,15841,25.4,,0.0110,667,196,91,q41,clickbench_sf5_q41,5,OK,
both_low,1800000,210,sirius,1.8,48.0,26.2,,19.8,0.0183,clickbench,0.72,22.00,,0.30,77,15841,26.9,,0.0150,455,184,156,q42,clickbench_sf5_q42,5,OK,
both_low,1800000,210,sirius,1.8,47.4,100.0,,27.1,0.3667,clickbench,16.86,23.87,,9.66,100,15805,27.9,,0.3560,28,207,90,q5,clickbench_sf5_q5,5,OK,
both_low,1800000,210,sirius,1.8,47.6,0.0,,15.3,0.0061,clickbench,0.24,13.64,,0.08,0,15805,20.5,,0.0050,1429,118,118,q6,clickbench_sf5_q6,5,OK,
both_low,1800000,210,sirius,1.8,48.6,24.7,,19.5,0.0053,clickbench,0.15,20.97,,0.06,79,15841,20.8,,0.0030,1429,188,76,q7,clickbench_sf5_q7,5,OK,
both_low,1800000,210,sirius,1.8,47.4,75.6,,28.4,0.4122,clickbench,19.42,23.61,,11.63,100,15793,32.8,,0.4100,25,201,111,q8,clickbench_sf5_q8,5,OK,
both_low,1800000,210,sirius,1.8,47.8,41.7,,22.4,0.4188,clickbench,19.93,23.54,,9.35,100,15789,33.1,,0.4170,24,200,200,q9,clickbench_sf5_q9,5,OK,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q0,clickbench_sf5_q0,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q1,clickbench_sf5_q1,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q10,clickbench_sf5_q10,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q11,clickbench_sf5_q11,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q12,clickbench_sf5_q12,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q13,clickbench_sf5_q13,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q14,clickbench_sf5_q14,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q15,clickbench_sf5_q15,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q16,clickbench_sf5_q16,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q17,clickbench_sf5_q17,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q18,clickbench_sf5_q18,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q19,clickbench_sf5_q19,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q2,clickbench_sf5_q2,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q20,clickbench_sf5_q20,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q21,clickbench_sf5_q21,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q22,clickbench_sf5_q22,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q23,clickbench_sf5_q23,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q24,clickbench_sf5_q24,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q25,clickbench_sf5_q25,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q26,clickbench_sf5_q26,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q27,clickbench_sf5_q27,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q28,clickbench_sf5_q28,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q29,clickbench_sf5_q29,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q3,clickbench_sf5_q3,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q30,clickbench_sf5_q30,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q31,clickbench_sf5_q31,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q32,clickbench_sf5_q32,5,FAIL,
both_low,1800000,210,sirius,,,,,,,clickbench,,,,,,,,,,0,0,0,q33,clickbench_sf5_q33,5,FAIL,
both_low,1800000,210,sirius,1.8,48.7,28.2,,19.4,0.1411,clickbench,6.82,19.85,,2.72,99,15841,31.3,,0.1400,72,164,143,q34,clickbench_sf5_q34,5,OK,
both_low,1800000,210,sirius,1.8,48.2,77.3,,25.1,0.0725,clickbench,3.42,15.96,,1.78,93,15839,32.9,,0.0710,137,134,31,q35,clickbench_sf5_q35,5,OK,
both_low,1800000,210,sirius,1.8,48.7,53.3,,24.5,0.0486,clickbench,1.85,22.46,,0.93,100,15841,30.4,,0.0380,154,175,70,q36,clickbench_sf5_q36,5,OK,
both_low,1800000,210,sirius,1.8,48.9,34.3,,20.1,0.0529,clickbench,2.25,23.68,,0.93,100,15841,31.0,,0.0460,162,177,161,q37,clickbench_sf5_q37,5,OK,
both_low,1800000,210,sirius,1.8,49.2,55.4,,23.0,0.0122,clickbench,0.44,22.58,,0.21,100,15841,23.9,,0.0090,625,198,74,q38,clickbench_sf5_q38,5,OK,
both_low,1800000,210,sirius,1.8,49.1,27.9,,21.8,0.0371,clickbench,0.34,21.36,,0.15,86,15841,28.9,,0.0070,129,183,76,q39,clickbench_sf5_q39,5,OK,
both_low,1800000,210,sirius,1.8,48.4,17.0,,21.7,0.0220,clickbench,0.97,14.15,,0.43,17,15841,27.9,,0.0200,455,122,13,q4,clickbench_sf5_q4,5,OK,
both_low,1800000,210,sirius,1.8,49.0,48.5,,24.3,0.0138,clickbench,0.54,22.64,,0.27,67,15841,24.5,,0.0110,625,194,59,q40,clickbench_sf5_q40,5,OK,
both_low,1800000,210,sirius,1.8,48.7,35.7,,22.7,0.0137,clickbench,0.54,22.80,,0.25,100,15841,25.3,,0.0110,667,195,105,q41,clickbench_sf5_q41,5,OK,
both_low,1800000,210,sirius,1.8,50.0,15.9,,20.1,0.0181,clickbench,0.75,21.56,,0.30,100,15841,27.2,,0.0150,435,183,157,q42,clickbench_sf5_q42,5,OK,
both_low,1800000,210,sirius,1.8,48.4,100.0,,28.2,0.3672,clickbench,17.27,23.94,,10.07,100,15805,28.6,,0.3570,28,206,55,q5,clickbench_sf5_q5,5,OK,
both_low,1800000,210,sirius,1.8,48.6,67.0,,19.2,0.0066,clickbench,0.24,13.70,,0.10,92,15811,21.2,,0.0050,1667,118,9,q6,clickbench_sf5_q6,5,OK,
both_low,1800000,210,sirius,1.8,49.4,20.3,,20.1,0.0053,clickbench,0.15,21.03,,0.06,84,15841,21.4,,0.0030,1429,188,71,q7,clickbench_sf5_q7,5,OK,
both_low,1800000,210,sirius,1.8,48.4,73.8,,27.4,0.4120,clickbench,19.86,23.58,,11.23,100,15793,33.0,,0.4100,25,199,78,q8,clickbench_sf5_q8,5,OK,
both_low,1800000,210,sirius,1.8,48.8,32.4,,22.5,0.4187,clickbench,20.34,23.56,,9.40,100,15789,33.1,,0.4170,24,201,201,q9,clickbench_sf5_q9,5,OK,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q1,h2o_sf1gb_q1,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q10,h2o_sf1gb_q10,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q2,h2o_sf1gb_q2,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q3,h2o_sf1gb_q3,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q4,h2o_sf1gb_q4,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q5,h2o_sf1gb_q5,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q6,h2o_sf1gb_q6,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q7,h2o_sf1gb_q7,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q8,h2o_sf1gb_q8,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q9,h2o_sf1gb_q9,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q1,h2o_sf1gb_q1,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q10,h2o_sf1gb_q10,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q2,h2o_sf1gb_q2,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q3,h2o_sf1gb_q3,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q4,h2o_sf1gb_q4,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q5,h2o_sf1gb_q5,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q6,h2o_sf1gb_q6,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q7,h2o_sf1gb_q7,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q8,h2o_sf1gb_q8,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q9,h2o_sf1gb_q9,1gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q1,h2o_sf2gb_q1,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q10,h2o_sf2gb_q10,2gb,FAIL,
both_low,1800000,210,sirius,1.8,48.0,51.8,,22.0,0.0681,h2o,3.22,17.24,,1.47,100,15841,31.6,,0.0670,148,146,48,q2,h2o_sf2gb_q2,2gb,OK,
both_low,1800000,210,sirius,1.8,48.0,28.5,,18.6,0.0698,h2o,3.26,17.10,,1.26,100,15841,35.8,,0.0680,145,146,135,q3,h2o_sf2gb_q3,2gb,OK,
both_low,1800000,210,sirius,1.8,48.4,14.0,,23.2,0.0524,h2o,2.47,16.15,,1.18,100,15837,31.6,,0.0510,193,137,29,q4,h2o_sf2gb_q4,2gb,OK,
both_low,1800000,210,sirius,1.8,47.8,77.5,,30.1,0.0658,h2o,3.01,16.56,,1.90,94,15837,35.4,,0.0630,154,140,24,q5,h2o_sf2gb_q5,2gb,OK,
both_low,1800000,210,sirius,1.8,47.9,77.3,,29.4,0.1232,h2o,5.75,18.43,,3.52,97,15839,32.5,,0.1200,83,154,39,q6,h2o_sf2gb_q6,2gb,OK,
both_low,1800000,210,sirius,1.8,48.2,50.8,,23.0,0.0776,h2o,3.62,17.04,,1.73,96,15839,34.4,,0.0750,130,141,43,q7,h2o_sf2gb_q7,2gb,OK,
both_low,1800000,210,sirius,1.8,48.5,23.6,,18.6,0.0899,h2o,4.27,17.25,,1.64,100,15841,34.7,,0.0880,113,147,147,q8,h2o_sf2gb_q8,2gb,OK,
both_low,1800000,210,sirius,1.8,48.0,35.2,,21.1,0.3144,h2o,15.04,24.56,,6.59,100,15829,32.9,,0.3130,32,185,185,q9,h2o_sf2gb_q9,2gb,OK,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q1,h2o_sf2gb_q1,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q10,h2o_sf2gb_q10,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q2,h2o_sf2gb_q2,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q3,h2o_sf2gb_q3,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q4,h2o_sf2gb_q4,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q5,h2o_sf2gb_q5,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q6,h2o_sf2gb_q6,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q7,h2o_sf2gb_q7,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q8,h2o_sf2gb_q8,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,h2o,,,,,,,,,,0,0,0,q9,h2o_sf2gb_q9,2gb,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q01,tpch_sf1_q01,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q02,tpch_sf1_q02,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q03,tpch_sf1_q03,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q04,tpch_sf1_q04,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q05,tpch_sf1_q05,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q06,tpch_sf1_q06,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q07,tpch_sf1_q07,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q08,tpch_sf1_q08,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q09,tpch_sf1_q09,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q10,tpch_sf1_q10,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q11,tpch_sf1_q11,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q12,tpch_sf1_q12,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q13,tpch_sf1_q13,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q14,tpch_sf1_q14,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q15,tpch_sf1_q15,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q16,tpch_sf1_q16,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q17,tpch_sf1_q17,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q18,tpch_sf1_q18,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q19,tpch_sf1_q19,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q20,tpch_sf1_q20,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q21,tpch_sf1_q21,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q22,tpch_sf1_q22,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q01,tpch_sf1_q01,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q02,tpch_sf1_q02,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q03,tpch_sf1_q03,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q04,tpch_sf1_q04,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q05,tpch_sf1_q05,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q06,tpch_sf1_q06,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q07,tpch_sf1_q07,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q08,tpch_sf1_q08,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q09,tpch_sf1_q09,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q10,tpch_sf1_q10,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q11,tpch_sf1_q11,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q12,tpch_sf1_q12,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q13,tpch_sf1_q13,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q14,tpch_sf1_q14,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q15,tpch_sf1_q15,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q16,tpch_sf1_q16,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q17,tpch_sf1_q17,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q18,tpch_sf1_q18,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q19,tpch_sf1_q19,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q20,tpch_sf1_q20,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q21,tpch_sf1_q21,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q22,tpch_sf1_q22,1,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q01,tpch_sf2_q01,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q02,tpch_sf2_q02,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q03,tpch_sf2_q03,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q04,tpch_sf2_q04,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q05,tpch_sf2_q05,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q06,tpch_sf2_q06,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q07,tpch_sf2_q07,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q08,tpch_sf2_q08,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q09,tpch_sf2_q09,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q10,tpch_sf2_q10,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q11,tpch_sf2_q11,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q12,tpch_sf2_q12,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q13,tpch_sf2_q13,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q14,tpch_sf2_q14,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q15,tpch_sf2_q15,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q16,tpch_sf2_q16,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q17,tpch_sf2_q17,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q18,tpch_sf2_q18,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q19,tpch_sf2_q19,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q20,tpch_sf2_q20,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q21,tpch_sf2_q21,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q22,tpch_sf2_q22,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q01,tpch_sf2_q01,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q02,tpch_sf2_q02,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q03,tpch_sf2_q03,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q04,tpch_sf2_q04,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q05,tpch_sf2_q05,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q06,tpch_sf2_q06,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q07,tpch_sf2_q07,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q08,tpch_sf2_q08,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q09,tpch_sf2_q09,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q10,tpch_sf2_q10,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q11,tpch_sf2_q11,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q12,tpch_sf2_q12,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q13,tpch_sf2_q13,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q14,tpch_sf2_q14,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q15,tpch_sf2_q15,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q16,tpch_sf2_q16,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q17,tpch_sf2_q17,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q18,tpch_sf2_q18,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q19,tpch_sf2_q19,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q20,tpch_sf2_q20,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q21,tpch_sf2_q21,2,FAIL,
both_low,1800000,210,sirius,,,,,,,tpch,,,,,,,,,,0,0,0,q22,tpch_sf2_q22,2,FAIL,
